BMI_Overweight,BMI_Overwgt8,BMI_Overwgt4,BMI,Avg 0,BMI_Class,HR,Outlier,Number of Records,Avg,Handedness,Height,Name,Weight
Overweight,"O4: [26.5,30)",OvWgt 2,27.495111111,Batted,c Overwgt,110,Good Data,1,0.271,Left,75,Willie Aikens,220
Overweight,"O4: [26.5,30)",OvWgt 2,26.870222222,Batted,c Overwgt,138,Good Data,1,0.247,Right,75,Earl Williams,215
Overweight,"O4: [26.5,30)",OvWgt 2,26.776315789,No Batting,c Overwgt,0,Good Data,1,0,Right,76,Willie Mueller,220
Normal,"N3: [22,24)",Normal 2,23.731674383,No Batting,b Normal,0,Good Data,1,0,Right,72,John Flinn,175
Normal,"N3: [22,24)",Normal 2,23.745543254,Batted,b Normal,7,Good Data,1,0.236,Right,73,Don Hahn,180
Normal,"N3: [22,24)",Normal 2,23.731674383,Batted,b Normal,34,Good Data,1,0.22,Right,72,Todd Cruz,175
Overweight,"O4: [26.5,30)",OvWgt 2,26.532894737,Batted,c Overwgt,22,Good Data,1,0.2,Right,76,Tom Egan,218
Normal,"N3: [22,24)",Normal 2,23.731674383,Batted,b Normal,1,Good Data,1,0.247,Right,72,Bob Heise,175
Normal,"N4: [24,25)",Normal 2,24.363579080,Batted,b Normal,146,Good Data,1,0.257,Right,69,Tommy Harper,165
Overweight,"O1: [25,25.5)",OvWgt 1,25.102162269,Batted,c Overwgt,16,Good Data,1,0.244,Both,71,Joe Wallis,180
Overweight,"O2: [25.5,26)",OvWgt 1,25.799444555,Batted,c Overwgt,111,Good Data,1,0.247,Right,71,Max Alvis,185
Normal,"N4: [24,25)",Normal 2,24.995555556,Batted,b Normal,204,Good Data,1,0.299,Right,75,Rico Carty,200
Normal,"N4: [24,25)",Normal 2,24.409722222,Batted,b Normal,34,Good Data,1,0.258,Left,72,Mike Cubbage,180
Overweight,"O1: [25,25.5)",OvWgt 1,25.460499156,No Batting,c Overwgt,0,Good Data,1,0,Right,73,Les Straker,193
Normal,"N3: [22,24)",Normal 2,23.707597699,Batted,b Normal,8,Good Data,1,0.247,Left,71,Merritt Ranew,170
Normal,"N3: [22,24)",Normal 2,23.745543254,Batted,b Normal,23,Good Data,1,0.311,Left,73,Lyman Bostock,180
Normal,"N1: [19,22)",Normal 1,21.766747983,Batted,b Normal,36,Good Data,1,0.283,Right,73,Damaso Garcia,165
Overweight,"O2: [25.5,26)",OvWgt 1,25.620444444,No Batting,c Overwgt,0,Good Data,1,0,Right,75,Don Kainer,205
Normal,"N3: [22,24)",Normal 2,23.085944830,No Batting,b Normal,0,Good Data,1,0,Right,73,Don Gordon,175
Overweight,"O1: [25,25.5)",OvWgt 1,25.064740101,Batted,c Overwgt,80,Good Data,1,0.261,Left,73,Roy Howell,190
Overweight,"O4: [26.5,30)",OvWgt 2,27.993421053,Batted,c Overwgt,339,Good Data,1,0.266,Left,76,Boog Powell,230
Overweight,"O2: [25.5,26)",OvWgt 1,25.724338525,No Batting,c Overwgt,0,Good Data,1,0,Right,73,Sandy Wihtol,195
Normal,"N3: [22,24)",Normal 2,23.745777778,Batted,b Normal,12,Good Data,1,0.173,Right,75,Sonny Siebert,190
Normal,"N3: [22,24)",Normal 2,23.120888889,No Batting,b Normal,0,Good Data,1,0,Right,75,Jeff Richardson,185
Normal,"N4: [24,25)",Normal 2,24.391891892,Batted,b Normal,83,Good Data,1,0.251,Right,74,Bobby Darwin,190
Normal,"N4: [24,25)",Normal 2,24.391891892,No Batting,b Normal,0,Good Data,1,0,Left,74,Dennis DeBarr,190
Overweight,"O3: [26,26.5)",OvWgt 2,26.078357469,Batted,c Overwgt,153,Good Data,1,0.267,Left,71,Dan Driessen,187
Normal,"N4: [24,25)",Normal 2,24.405141678,Batted,b Normal,1,Good Data,1,0.246,Right,73,Bruce Miller,185
Normal,"N3: [22,24)",Normal 2,23.707597699,Batted,b Normal,9,Good Data,1,0.264,Right,71,Bob Bailor,170
Normal,"N3: [22,24)",Normal 2,23.672448980,Batted,b Normal,34,Good Data,1,0.269,Right,70,Tommy Helms,165
Overweight,"O1: [25,25.5)",OvWgt 1,25.381075183,Batted,c Overwgt,251,Good Data,1,0.252,Right,71,Tony Armas,182
Overweight,"O4: [26.5,30)",OvWgt 2,29.146399524,Batted,c Overwgt,325,Good Data,1,0.273,Right,71,Willie Horton,209
Normal,"N4: [24,25)",Normal 2,24.680941358,Batted,b Normal,102,Good Data,1,0.291,Right,72,Lou Piniella,182
Overweight,"O1: [25,25.5)",OvWgt 1,25.460499156,Batted,c Overwgt,98,Good Data,1,0.248,Right,73,Butch Hobson,193
Overweight,"O3: [26,26.5)",OvWgt 2,26.317567568,Batted,c Overwgt,21,Good Data,1,0.262,Right,74,John Wathan,205
Overweight,"O3: [26,26.5)",OvWgt 2,26.383936949,Batted,c Overwgt,24,Good Data,1,0.214,Left,73,Hal King,200
Normal,"N4: [24,25)",Normal 2,24.306797099,Batted,b Normal,5,Good Data,1,0.193,Right,77,Mike Krukow,205
Normal,"N4: [24,25)",Normal 2,24.409722222,Batted,b Normal,27,Good Data,1,0.223,Right,72,Andres Mora,180
Overweight,"O2: [25.5,26)",OvWgt 1,25.620444444,Batted,c Overwgt,57,Good Data,1,0.23,Right,75,Barry Foote,205
Overweight,"O4: [26.5,30)",OvWgt 2,27.259183673,Batted,c Overwgt,33,Good Data,1,0.259,Left,70,Ed Ott,190
Normal,"N1: [19,22)",Normal 1,20.540540541,Batted,b Normal,5,Good Data,1,0.259,Both,74,Alan Wiggins,160
Overweight,"O1: [25,25.5)",OvWgt 1,25.107142857,Batted,c Overwgt,5,Good Data,1,0.189,Right,70,Ron Clark,175
Normal,"N2: [22,23)",Normal 1,22.151315789,No Batting,b Normal,0,Good Data,1,0,Right,76,Jay Pettibone,182
Overweight,"O1: [25,25.5)",OvWgt 1,25.102162269,No Batting,c Overwgt,0,Good Data,1,0,Right,71,Glen Cook,180
Normal,"N4: [24,25)",Normal 2,24.409722222,Batted,b Normal,6,Good Data,1,0.26,Right,72,Julio Gotay,180
Overweight,"O1: [25,25.5)",OvWgt 1,25.033783784,Batted,c Overwgt,55,Good Data,1,0.23,Right,74,Gary Alexander,195
Normal,"N4: [24,25)",Normal 2,24.995555556,Batted,b Normal,253,Good Data,1,0.254,Right,75,Andre Thornton,200
Overweight,"O2: [25.5,26)",OvWgt 1,25.620444444,Batted,c Overwgt,94,Good Data,1,0.256,Right,75,Bob Oliver,205
Normal,"N3: [22,24)",Normal 2,23.707597699,No Batting,b Normal,0,Good Data,1,0,Right,71,Bill Castro,170
Normal,"N4: [24,25)",Normal 2,24.648648649,No Batting,b Normal,0,Good Data,1,0,Left,74,Ed Hodge,192
Normal,"N4: [24,25)",Normal 2,24.995555556,No Batting,b Normal,0,Good Data,1,0,Right,75,Tom Buskey,200
Normal,"N4: [24,25)",Normal 2,24.138503086,No Batting,b Normal,0,Good Data,1,0,Right,72,Bruce Taylor,178
Normal,"N3: [22,24)",Normal 2,23.75,No Batting,b Normal,0,Good Data,1,0,Right,74,Stan Thomas,185
Overweight,"O2: [25.5,26)",OvWgt 1,25.724338525,Batted,c Overwgt,115,Good Data,1,0.242,Right,73,Bob Robertson,195
Normal,"N4: [24,25)",Normal 2,24.342105263,No Batting,b Normal,0,Good Data,1,0,Right,76,Larry Monroe,200
Normal,"N3: [22,24)",Normal 2,23.745777778,No Batting,b Normal,0,Good Data,1,0,Right,75,Roger Slagle,190
Normal,"N2: [22,23)",Normal 1,22.851351351,Batted,b Normal,102,Good Data,1,0.265,Right,74,Ollie Brown,178
Normal,"N4: [24,25)",Normal 2,24.404879984,No Batting,b Normal,0,Good Data,1,0,Left,71,Jim Campbell,175
Normal,"N2: [22,23)",Normal 1,22.426346406,Batted,b Normal,5,Good Data,1,0.214,Right,73,Frank Quilici,170
Normal,"N2: [22,23)",Normal 1,22.466216216,No Batting,b Normal,0,Good Data,1,0,Right,74,Curt Kaufman,175
Normal,"N3: [22,24)",Normal 2,23.75,Batted,b Normal,219,Good Data,1,0.258,Left,74,Joe Pepitone,185
Overweight,"O3: [26,26.5)",OvWgt 2,26.443865741,Batted,c Overwgt,5,Good Data,1,0.115,Left,72,Steve Barber,195
Overweight,"O1: [25,25.5)",OvWgt 1,25.102162269,No Batting,c Overwgt,0,Good Data,1,0,Right,71,De Wayne Vaughn,180
Overweight,"O4: [26.5,30)",OvWgt 2,26.541836735,Batted,c Overwgt,24,Good Data,1,0.238,Left,70,Norm Miller,185
Overweight,"O4: [26.5,30)",OvWgt 2,27.043535372,No Batting,c Overwgt,0,Good Data,1,0,Left,73,Bob Galasso,205
Overweight,"O1: [25,25.5)",OvWgt 1,25.087770062,No Batting,c Overwgt,0,Good Data,1,0,Right,72,Rich Wortham,185
Overweight,"O1: [25,25.5)",OvWgt 1,25.162162162,Batted,c Overwgt,24,Good Data,1,0.261,Left,74,Bob Chance,196
Normal,"N4: [24,25)",Normal 2,24.363579080,Batted,b Normal,23,Good Data,1,0.237,Both,69,Julio Cruz,165
Overweight,"O2: [25.5,26)",OvWgt 1,25.840159630,Batted,c Overwgt,46,Good Data,1,0.272,Right,69,Bill Sample,175
Normal,"N1: [19,22)",Normal 1,21.871111111,No Batting,b Normal,0,Good Data,1,0,Left,75,Juan Nieves,175
Normal,"N3: [22,24)",Normal 2,23.108108108,No Batting,b Normal,0,Good Data,1,0,Right,74,Mike Bacsik,180
Overweight,"O3: [26,26.5)",OvWgt 2,26.245333333,Batted,c Overwgt,46,Good Data,1,0.235,Right,75,Craig Kusick,210
Normal,"N4: [24,25)",Normal 2,24.363579080,Batted,b Normal,2,Good Data,1,0.212,Left,69,Rudy Meoli,165
Normal,"N4: [24,25)",Normal 2,24.389795918,Batted,b Normal,147,Good Data,1,0.25,Left,70,Ruppert Jones,170
Normal,"N3: [22,24)",Normal 2,23.085944830,Batted,b Normal,23,Good Data,1,0.242,Right,73,Glenn Hoffman,175
Overweight,"O2: [25.5,26)",OvWgt 1,25.724338525,Batted,c Overwgt,8,Good Data,1,0.228,Right,73,Russ Gibson,195
Normal,"N3: [22,24)",Normal 2,23.108108108,No Batting,b Normal,0,Good Data,1,0,Right,74,Phil Huffman,180
Overweight,"O1: [25,25.5)",OvWgt 1,25.064740101,Batted,c Overwgt,16,Good Data,1,0.274,Left,73,Terry Francona,190
Overweight,"O3: [26,26.5)",OvWgt 2,26.245333333,Batted,c Overwgt,81,Good Data,1,0.23,Right,75,John Bateman,210
Normal,"N2: [22,23)",Normal 1,22.466216216,Batted,b Normal,6,Good Data,1,0.193,Right,74,Luis Pujols,175
Overweight,"O1: [25,25.5)",OvWgt 1,25.064740101,Batted,c Overwgt,21,Good Data,1,0.241,Right,73,Joe Gaines,190
Overweight,"O4: [26.5,30)",OvWgt 2,26.702702703,Batted,c Overwgt,155,Good Data,1,0.251,Right,74,Doug Rader,208
Normal,"N4: [24,25)",Normal 2,24.405141678,Batted,b Normal,117,Good Data,1,0.248,Right,73,Mickey Stanley,185
Normal,"N3: [22,24)",Normal 2,23.713948389,No Batting,b Normal,0,Good Data,1,0,Right,77,Steve Brown,200
Normal,"N4: [24,25)",Normal 2,24.391891892,No Batting,b Normal,0,Good Data,1,0,Right,74,Rick Lysander,190
Overweight,"O1: [25,25.5)",OvWgt 1,25.087770062,Batted,c Overwgt,78,Good Data,1,0.286,Right,72,Phil Bradley,185
Normal,"N3: [22,24)",Normal 2,23.672448980,Batted,b Normal,3,Good Data,1,0.23,Right,70,Winston Llenas,165
Overweight,"O1: [25,25.5)",OvWgt 1,25.102162269,Batted,c Overwgt,36,Good Data,1,0.261,Right,71,Charlie Moore,180
Overweight,"O2: [25.5,26)",OvWgt 1,25.799444555,Batted,c Overwgt,75,Good Data,1,0.306,Left,71,Ralph Garr,185
Normal,"N2: [22,23)",Normal 1,22.496,Batted,b Normal,5,Good Data,1,0.157,Right,75,Tommy John,180
Normal,"N3: [22,24)",Normal 2,23.085944830,Batted,b Normal,18,Good Data,1,0.242,Right,73,Bruce Benedict,175
Overweight,"O4: [26.5,30)",OvWgt 2,28.885135135,Batted,c Overwgt,69,Good Data,1,0.262,Right,74,John Ellis,225
Normal,"N3: [22,24)",Normal 2,23.745543254,Batted,b Normal,64,Good Data,1,0.267,Both,73,Wes Parker,180
Overweight,"O2: [25.5,26)",OvWgt 1,25.765817901,No Batting,c Overwgt,0,Big Hgt & Wgt,1,0,Right,72,Mel Stottlemyre,190
Normal,"N1: [19,22)",Normal 1,21.246222222,Batted,b Normal,31,Good Data,1,0.268,Right,75,David Green,170
Normal,"N3: [22,24)",Normal 2,23.010315414,Batted,b Normal,22,Good Data,1,0.266,Right,71,Reid Nichols,165
Overweight,"O3: [26,26.5)",OvWgt 2,26.245333333,Batted,c Overwgt,116,Good Data,1,0.261,Right,75,Rick Reichardt,210
Normal,"N4: [24,25)",Normal 2,24.409722222,Batted,b Normal,5,Good Data,1,0.164,Right,72,Luis Tiant,180
Normal,"N3: [22,24)",Normal 2,23.75,No Batting,b Normal,0,Good Data,1,0,Right,74,Alex Sanchez,185
Overweight,"O2: [25.5,26)",OvWgt 1,25.824489796,Batted,c Overwgt,8,Good Data,1,0.271,Left,70,Broderick Perkins,180
Normal,"N4: [24,25)",Normal 2,24.995555556,Batted,b Normal,78,Good Data,1,0.267,Right,75,Leon Roberts,200
Normal,"N3: [22,24)",Normal 2,23.713948389,Batted,b Normal,1,Good Data,1,0.151,Right,77,Ray Burris,200
Overweight,"O2: [25.5,26)",OvWgt 1,25.559210526,Batted,c Overwgt,37,Good Data,1,0.253,Left,76,Len Gabrielson,210
Overweight,"O4: [26.5,30)",OvWgt 2,26.776315789,Batted,c Overwgt,81,Good Data,1,0.242,Left,76,Johnny Edwards,220
Normal,"N3: [22,24)",Normal 2,23.707597699,No Batting,b Normal,0,Good Data,1,0,Right,71,Paul Wilmet,170
Normal,"N4: [24,25)",Normal 2,24.391891892,Batted,b Normal,65,Good Data,1,0.249,Right,74,Tom Grieve,190
Normal,"N4: [24,25)",Normal 2,24.409722222,No Batting,b Normal,0,Good Data,1,0,Left,72,Bruce Ellingsen,180
Normal,"N4: [24,25)",Normal 2,24.342105263,Batted,b Normal,12,Good Data,1,0.213,Right,76,Bob Forsch,200
Normal,"N3: [22,24)",Normal 2,23.733552632,No Batting,b Normal,0,Good Data,1,0,Left,76,Gorman Heimueller,195
Normal,"N3: [22,24)",Normal 2,23.053626543,Batted,b Normal,66,Good Data,1,0.276,Right,72,Danny Cater,170
Overweight,"O2: [25.5,26)",OvWgt 1,25.675675676,Batted,c Overwgt,61,Good Data,1,0.24,Right,74,Bill Schroeder,200
Overweight,"O2: [25.5,26)",OvWgt 1,25.765817901,Batted,c Overwgt,55,Good Data,1,0.233,Left,72,Clay Dalrymple,190
Overweight,"O4: [26.5,30)",OvWgt 2,27.891291410,Batted,c Overwgt,90,Good Data,1,0.274,Left,71,Carlos May,200
Normal,"N4: [24,25)",Normal 2,24.409722222,Batted,b Normal,314,Good Data,1,0.287,Both,72,Reggie Smith,180
Normal,"N4: [24,25)",Normal 2,24.843030901,Batted,b Normal,0,Good Data,1,0.158,Right,78,Ron Reed,215
Normal,"N3: [22,24)",Normal 2,23.745777778,No Batting,b Normal,0,Good Data,1,0,Right,75,Fred Howard,190
Normal,"N2: [22,23)",Normal 1,22.426346406,Batted,b Normal,136,Good Data,1,0.261,Right,73,Davey Johnson,170
Normal,"N4: [24,25)",Normal 2,24.950657895,Batted,b Normal,123,Good Data,1,0.278,Right,76,Ellis Valentine,205
Normal,"N2: [22,23)",Normal 1,22.955102041,Batted,b Normal,160,Good Data,1,0.271,Both,70,Roy White,160
Overweight,"O4: [26.5,30)",OvWgt 2,27.976530612,Batted,c Overwgt,5,Good Data,1,0.229,Left,70,Mike Brumley,195
Overweight,"O1: [25,25.5)",OvWgt 1,25.107142857,Batted,c Overwgt,33,Good Data,1,0.235,Left,70,Al Luplow,175
Normal,"N4: [24,25)",Normal 2,24.391891892,No Batting,b Normal,0,Good Data,1,0,Right,74,John Hoover,190
Overweight,"O3: [26,26.5)",OvWgt 2,26.078357469,Batted,c Overwgt,351,Good Data,1,0.292,Right,71,Dick Allen,187
Normal,"N4: [24,25)",Normal 2,24.995555556,Batted,b Normal,17,Good Data,1,0.236,Right,75,Doug Ault,200
Normal,"N2: [22,23)",Normal 1,22.375578704,Batted,b Normal,3,Good Data,1,0.243,Right,72,Mark Wagner,165
Normal,"N4: [24,25)",Normal 2,24.069657615,No Batting,b Normal,0,Good Data,1,0,Right,77,Mike Walters,203
Normal,"N4: [24,25)",Normal 2,24.135135135,Batted,b Normal,475,Good Data,1,0.282,Left,74,Willie Stargell,188
Overweight,"O2: [25.5,26)",OvWgt 1,25.559210526,Batted,c Overwgt,13,Good Data,1,0.201,Left,76,Steve Carlton,210
Normal,"N1: [19,22)",Normal 1,21.502908613,Batted,b Normal,35,Good Data,1,0.25,Right,73,Jake Wood,163
Normal,"N3: [22,24)",Normal 2,23.745543254,Batted,b Normal,87,Good Data,1,0.258,Left,73,Del Unser,180
Overweight,"O2: [25.5,26)",OvWgt 1,25.799444555,Batted,c Overwgt,17,Good Data,1,0.242,Right,71,Bob Brower,185
Overweight,"O4: [26.5,30)",OvWgt 2,27.121913580,Batted,c Overwgt,1,Good Data,1,0.123,Right,72,Ray Culp,200
Overweight,"O1: [25,25.5)",OvWgt 1,25.033783784,Batted,c Overwgt,33,Good Data,1,0.236,Right,74,Ivan Murrell,195
Normal,"N3: [22,24)",Normal 2,23.745543254,Batted,b Normal,93,Good Data,1,0.259,Both,73,Lee Mazzilli,180
Normal,"N3: [22,24)",Normal 2,23.707597699,Batted,b Normal,20,Good Data,1,0.258,Right,71,Garth Iorg,170
Normal,"N3: [22,24)",Normal 2,23.75,Batted,b Normal,90,Good Data,1,0.245,Both,74,Alan Ashby,185
Overweight,"O4: [26.5,30)",OvWgt 2,26.959459459,Batted,c Overwgt,91,Good Data,1,0.247,Right,74,Bob Brenly,210
Overweight,"O2: [25.5,26)",OvWgt 1,25.724338525,Batted,c Overwgt,52,Good Data,1,0.293,Left,73,Ron Blomberg,195
Overweight,"O3: [26,26.5)",OvWgt 2,26.443865741,Batted,c Overwgt,7,Good Data,1,0.201,Right,72,Jim Rooker,195
Normal,"N3: [22,24)",Normal 2,23.707597699,Batted,b Normal,6,Good Data,1,0.228,Both,71,Tim Blackwell,170
Normal,"N3: [22,24)",Normal 2,23.75,No Batting,b Normal,0,Good Data,1,0,Right,74,Colby Ward,185
Normal,"N2: [22,23)",Normal 1,22.237755102,Batted,b Normal,95,Good Data,1,0.259,Right,70,Jerry Morales,155
Overweight,"O1: [25,25.5)",OvWgt 1,25.101869355,Batted,c Overwgt,155,Good Data,1,0.263,Right,69,Davey Lopes,170
Overweight,"O2: [25.5,26)",OvWgt 1,25.765817901,Batted,c Overwgt,6,Good Data,1,0.226,Right,72,Catfish Hunter,190
Normal,"N3: [22,24)",Normal 2,23.596064815,Batted,b Normal,1,Good Data,1,0.132,Right,72,Mario Soto,174
Normal,"N2: [22,23)",Normal 1,22.955102041,Batted,b Normal,291,Good Data,1,0.25,Right,70,Jimmy Wynn,160
Overweight,"O2: [25.5,26)",OvWgt 1,25.765817901,Batted,c Overwgt,6,Good Data,1,0.241,Right,72,Hank Allen,190
Overweight,"O1: [25,25.5)",OvWgt 1,25.064740101,Batted,c Overwgt,151,Good Data,1,0.265,Right,73,Jim Fregosi,190
Normal,"N2: [22,23)",Normal 1,22.811632653,Batted,b Normal,1,Good Data,1,0.24,Right,70,Pepe Frias,159
Overweight,"O1: [25,25.5)",OvWgt 1,25.033783784,Batted,c Overwgt,548,Good Data,1,0.267,Right,74,Mike Schmidt,195
Normal,"N3: [22,24)",Normal 2,23.053626543,Batted,b Normal,139,Good Data,1,0.275,Left,72,Willie Montanez,170
Normal,"N2: [22,23)",Normal 1,22.313033128,Batted,b Normal,29,Good Data,1,0.243,Right,71,Rey Quinones,160
Overweight,"O2: [25.5,26)",OvWgt 1,25.799444555,Batted,c Overwgt,6,Good Data,1,0.26,Left,71,Mike Squires,185
Overweight,"O3: [26,26.5)",OvWgt 2,26.317567568,Batted,c Overwgt,54,Good Data,1,0.255,Left,74,Champ Summers,205
Normal,"N3: [22,24)",Normal 2,23.370844444,No Batting,b Normal,0,Good Data,1,0,Right,75,Chuck Porter,187
Normal,"N2: [22,23)",Normal 1,22.955102041,Batted,b Normal,79,Good Data,1,0.259,Right,70,Bert Campaneris,160
Overweight,"O4: [26.5,30)",OvWgt 2,27.115714286,Batted,c Overwgt,12,Good Data,1,0.26,Right,70,Bobby Valentine,189
Overweight,"O1: [25,25.5)",OvWgt 1,25.087770062,Batted,c Overwgt,3,Good Data,1,0.251,Right,72,Rob Andrews,185
Normal,"N3: [22,24)",Normal 2,23.733552632,Batted,b Normal,134,Good Data,1,0.257,Left,76,Tom Haller,195
Normal,"N4: [24,25)",Normal 2,24.391891892,No Batting,b Normal,0,Good Data,1,0,Right,74,Tom Dozier,190
Overweight,"O1: [25,25.5)",OvWgt 1,25.102162269,Batted,c Overwgt,14,Good Data,1,0.237,Left,71,Ed Stroud,180
Overweight,"O1: [25,25.5)",OvWgt 1,25.033783784,Batted,c Overwgt,73,Good Data,1,0.242,Right,74,Ron Swoboda,195
Normal,"N3: [22,24)",Normal 2,23.745543254,Batted,b Normal,18,Good Data,1,0.237,Left,73,Harry Spilman,180
Normal,"N3: [22,24)",Normal 2,23.731674383,Batted,b Normal,9,Good Data,1,0.226,Right,72,Bob Barton,175
Normal,"N3: [22,24)",Normal 2,23.75,Batted,b Normal,15,Good Data,1,0.265,Left,74,Daryl Sconiers,185
Overweight,"O4: [26.5,30)",OvWgt 2,27.216216216,Batted,c Overwgt,252,Good Data,1,0.297,Right,74,Joe Torre,212
Overweight,"O3: [26,26.5)",OvWgt 2,26.383936949,Batted,c Overwgt,51,Good Data,1,0.259,Right,73,Al Ferrara,200
Normal,"N4: [24,25)",Normal 2,24.342105263,No Batting,b Normal,0,Good Data,1,0,Right,76,Rick Steirer,200
Normal,"N3: [22,24)",Normal 2,23.672448980,Batted,b Normal,148,Good Data,1,0.271,Right,70,Sixto Lezcano,165
Normal,"N4: [24,25)",Normal 2,24.7456,No Batting,b Normal,0,Good Data,1,0,Right,75,Al Lachowicz,198
Overweight,"O4: [26.5,30)",OvWgt 2,27.601351351,Batted,c Overwgt,61,Good Data,1,0.212,Right,74,Dave Nicholson,215
Normal,"N4: [24,25)",Normal 2,24.625798817,Batted,b Normal,41,Good Data,1,0.242,Right,65,Freddie Patek,148
Normal,"N2: [22,23)",Normal 1,22.466216216,Batted,b Normal,14,Good Data,1,0.247,Right,74,Ken Hubbs,175
Normal,"N2: [22,23)",Normal 1,22.524693878,Batted,b Normal,16,Good Data,1,0.242,Right,70,Pepe Mangual,157
Overweight,"O4: [26.5,30)",OvWgt 2,26.579475309,Batted,c Overwgt,31,Good Data,1,0.25,Left,72,Leron Lee,196
Normal,"N4: [24,25)",Normal 2,24.409722222,No Batting,b Normal,0,Good Data,1,0,Right,72,Tom McCarthy,180
Overweight,"O1: [25,25.5)",OvWgt 1,25.087770062,Batted,c Overwgt,24,Good Data,1,0.274,Both,72,Steve Ontiveros,185
Normal,"N3: [22,24)",Normal 2,23.108108108,Batted,b Normal,182,Good Data,1,0.279,Left,74,Willie Davis,180
Normal,"N3: [22,24)",Normal 2,23.707597699,Batted,b Normal,2,Good Data,1,0.207,Right,71,Tom Lawless,170
Overweight,"O3: [26,26.5)",OvWgt 2,26.245333333,Batted,c Overwgt,25,Good Data,1,0.251,Right,75,Jerry Moses,210
Overweight,"O1: [25,25.5)",OvWgt 1,25.064740101,Batted,c Overwgt,332,Good Data,1,0.268,Right,73,Bobby Bonds,190
Overweight,"O2: [25.5,26)",OvWgt 1,25.799444555,Batted,c Overwgt,9,Good Data,1,0.133,Right,71,Dave McNally,185
Normal,"N4: [24,25)",Normal 2,24.952160494,Batted,b Normal,1,Good Data,1,0.274,Both,72,Darrell Brown,184
Overweight,"O1: [25,25.5)",OvWgt 1,25.087770062,Batted,c Overwgt,45,Good Data,1,0.253,Right,72,Roy Foster,185
Overweight,"O1: [25,25.5)",OvWgt 1,25.087770062,Batted,c Overwgt,101,Good Data,1,0.25,Right,72,Denis Menke,185
Overweight,"O2: [25.5,26)",OvWgt 1,25.675675676,Batted,c Overwgt,21,Good Data,1,0.243,Right,74,Hal Breeden,200
Normal,"N1: [19,22)",Normal 1,19.787952712,Batted,b Normal,61,Good Data,1,0.263,Right,73,Manny Trillo,150
Normal,"N4: [24,25)",Normal 2,24.404879984,Batted,b Normal,4,Good Data,1,0.237,Right,71,Jackie Gutierrez,175
Normal,"N2: [22,23)",Normal 1,22.426346406,Batted,b Normal,7,Good Data,1,0.237,Left,73,Jerry Kenney,170
Normal,"N4: [24,25)",Normal 2,24.405141678,Batted,b Normal,31,Good Data,1,0.234,Right,73,Fred Kendall,185
Overweight,"O2: [25.5,26)",OvWgt 1,25.675675676,Batted,c Overwgt,28,Good Data,1,0.246,Right,74,Mike Anderson,200
Normal,"N3: [22,24)",Normal 2,23.745777778,No Batting,b Normal,0,Good Data,1,0,Right,75,Jim Lewis,190
Overweight,"O3: [26,26.5)",OvWgt 2,26.317567568,Batted,c Overwgt,29,Good Data,1,0.266,Right,74,Joe Charboneau,205
Overweight,"O1: [25,25.5)",OvWgt 1,25.101869355,Batted,c Overwgt,11,Good Data,1,0.223,Right,69,Jimmie Schaffer,170
Normal,"N4: [24,25)",Normal 2,24.404879984,Batted,b Normal,4,Good Data,1,0.248,Right,71,Junior Kennedy,175
Normal,"N1: [19,22)",Normal 1,21.824324324,Batted,b Normal,6,Good Data,1,0.25,Both,74,Wilbur Howard,170
Normal,"N3: [22,24)",Normal 2,23.108108108,Batted,b Normal,14,Good Data,1,0.248,Right,74,Rod Gilbreath,180
Overweight,"O4: [26.5,30)",OvWgt 2,27.703133796,Batted,c Overwgt,25,Good Data,1,0.259,Right,73,Mark Brouhard,210
Overweight,"O3: [26,26.5)",OvWgt 2,26.383936949,No Batting,c Overwgt,0,Good Data,1,0,Left,73,Dan Morogiello,200
Overweight,"O1: [25,25.5)",OvWgt 1,25.033783784,Batted,c Overwgt,72,Good Data,1,0.247,Both,74,Mike Young,195
Normal,"N3: [22,24)",Normal 2,23.085944830,Batted,b Normal,112,Good Data,1,0.246,Right,73,Chris Speier,175
Normal,"N3: [22,24)",Normal 2,23.493243243,Batted,b Normal,15,Good Data,1,0.229,Both,74,Gene Michael,183
Normal,"N3: [22,24)",Normal 2,23.010315414,Batted,b Normal,13,Good Data,1,0.217,Both,71,Vic Harris,165
Normal,"N1: [19,22)",Normal 1,21.766747983,Batted,b Normal,3,Good Data,1,0.22,Right,73,Mike Fischlin,165
Normal,"N2: [22,23)",Normal 1,22.426346406,Batted,b Normal,176,Good Data,1,0.261,Right,73,Don Money,170
Overweight,"O2: [25.5,26)",OvWgt 1,25.675675676,Batted,c Overwgt,179,Good Data,1,0.264,Right,74,Joe Rudi,200
Overweight,"O2: [25.5,26)",OvWgt 1,25.675675676,Batted,c Overwgt,382,Good Data,1,0.298,Right,74,Jim Rice,200
Normal,"N3: [22,24)",Normal 2,23.75,No Batting,b Normal,0,Good Data,1,0,Right,74,Shawn Holman,185
Normal,"N3: [22,24)",Normal 2,23.125,No Batting,b Normal,0,Good Data,1,0,Right,76,Alan Wirth,190
Normal,"N2: [22,23)",Normal 1,22.148708255,Batted,b Normal,1,Good Data,1,0.237,Right,69,Gil Garrido,150
Normal,"N2: [22,23)",Normal 1,22.313033128,Batted,b Normal,22,Good Data,1,0.246,Right,71,Marty Perez,160
Normal,"N2: [22,23)",Normal 1,22.822105461,Batted,b Normal,4,Good Data,1,0.215,Left,73,Tom Matchick,173
